ID,Absatz
5.487,"Weil alles, was der bloß reflectirenden Urtheilskraft ohne Interesse gefallen soll, in seiner Vorstellung subjective und als solche allgemein-gültige Zweckmäßigkeit bei sich führen muß, gleichwohl aber hier keine Zweckmäßigkeit der Form des Gegenstandes (wie beim Schönen) der Beurtheilung zum Grunde liegt, so fragt sich: welches ist diese subjective Zweckmäßigkeit? und wodurch wird sie als Norm vorgeschrieben, um in der bloßen Größenschätzung und zwar der, welche gar bis zur Unangemessenheit unseres Vermögens der Einbildungskraft in Darstellung des Begriffs von einer Größe getrieben worden, einen Grund zum allgemein gültigen Wohlgefallen abzugeben?"
6.136,"2. Die Beschaffenheit (Qualität) derselben; d. i. die Lauterkeit, die Vereinigung unter keinen andern als moralischen Triebfedern (gereinigt vom Blödsinn des Aberglaubens und dem Wahnsinn der Schwärmerei)."
5.837,"Andererseits will Spinoza uns aller Nachfrage nach dem Grunde der Möglichkeit der Zwecke der Natur dadurch überheben und dieser Idee alle Realität nehmen, daß er sie überhaupt nicht für Producte, sondern für einem Urwesen inhärirende Accidenzen gelten läßt und diesem Wesen, als Substrat jener Naturdinge, in Ansehung derselben nicht Causalität, sondern bloß Subsistenz beilegt und (wegen der unbedingten Nothwendigkeit desselben sammt allen Naturdingen, als ihm inhärirenden Accidenzen) den Naturformen zwar die Einheit des Grundes, die zu aller Zweckmäßigkeit erforderlich ist, sichert, aber zugleich die Zufälligkeit derselben, ohne die keine Zweckeinheit gedacht werden kann, entreißt und mit ihr alles Absichtliche, so wie dem Urgrunde der Naturdinge allen Verstand wegnimmt."
5.585,"Das Wohlgefallen an einer Handlung um ihrer moralischen Beschaffenheit willen ist dagegen keine Lust des Genusses, sondern der Selbstthätigkeit und deren Gemäßheit mit der Idee seiner Bestimmung. Dieses Gefühl, welches das sittliche heißt, erfordert aber Begriffe und stellt keine freie, sondern gesetzliche Zweckmäßigkeit dar, läßt sich also auch nicht anders als vermittelst der Vernunft und, soll die Lust bei jedermann gleichartig sein, durch sehr bestimmte praktische Vernunftbegriffe allgemein mittheilen."
6.1158,"Diese (blos moralische Freundschaft) ist kein Ideal, sondern (der schwarze Schwan) existirt wirklich hin und wieder in seiner Vollkommenheit; jene aber mit den Zwecken anderer Menschen sich, obzwar aus Liebe, belästigende (pragmatische) kann weder die Lauterkeit, noch die verlangte Vollständigkeit haben, die zu einer genau bestimmenden Maxime erforderlich ist, und ist ein Ideal des Wunsches, das im Vernunftbegriffe keine Grenzen kennt, in der Erfahrung aber doch immer sehr begrenzt werden muß."
6.295,"Unter dem Willen kann die Willkür, aber auch der bloße Wunsch enthalten sein, sofern die Vernunft das Begehrungsvermögen überhaupt bestimmen kann. Die Willkür, die durch reine Vernunft bestimmt werden kann, heißt die freie Willkür. Die, welche nur durch Neigung (sinnlichen Antrieb, stimulus ) bestimmbar ist, würde thierische Willkür ( arbitrium brutum ) sein. Die menschliche Willkür ist dagegen eine solche, welche durch Antriebe zwar afficirt, aber nicht bestimmt wird, und ist also für sich (ohne erworbene Fertigkeit der Vernunft) nicht rein, kann aber doch zu Handlungen aus reinem Willen bestimmt werden. Die Freiheit der Willkür ist jene Unabhängigkeit ihrer Bestimmung durch sinnliche Antriebe; dies ist der negative Begriff derselben. Der positive ist: das Vermögen der reinen Vernunft für sich selbst praktisch zu sein. Dieses ist aber nicht anders möglich, als durch die Unterwerfung der Maxime einer jeden Handlung unter die Bedingung der Tauglichkeit der erstern zum allgemeinen Gesetze. Denn als reine Vernunft, auf die Willkür unangesehen dieser ihres Objects angewandt, kann sie als Vermögen der Principien (und hier praktischer Principien, mithin als gesetzgebendes Vermögen), da ihr die Materie des Gesetzes abgeht, nichts mehr als die Form der Tauglichkeit der Maxime der Willkür zum allgemeinen Gesetze selbst zum obersten Gesetze und Bestimmungsgrunde der Willkür machen und, da die Maximen des Menschen aus subjectiven Ursachen mit jenen objectiven nicht von selbst übereinstimmen, dieses Gesetz nur schlechthin als Imperativ des Verbots oder Gebots vorschreiben."
,Gibt es eine Verbindung von einem eindeutig deterministischen Grundansatz mit einer indeterministischen Verteidigung der formellen Zufälligkeit?
9.10,"Ob nun aber wirklich der logische Satz der Identität und des Widerspruchs an sich und schlechthin keiner weitern Deduction fähig und bedürftig sei, das ist freilich eine andre Frage, die auf die vielbedeutende Frage führt: ob es überhaupt ein absolut erstes Princip aller Erkenntnis und Wissenschaft gebe, ob ein solches möglich sei und gefunden werden könne?"
3.804,"Nun ist zur Auflösung der ersten kosmologischen Aufgabe nichts weiter nöthig, als noch auszumachen: ob in dem Regressus zu der unbedingten Größe des Weltganzen (der Zeit und dem Raume nach) dieses niemals begränzte Aufsteigen ein Rückgang ins Unendliche heißen könne, oder nur ein unbestimmbar fortgesetzter Regressus ( in indefinitum ),"
5.487,"Weil alles, was der bloß reflectirenden Urtheilskraft ohne Interesse gefallen soll, in seiner Vorstellung subjective und als solche allgemein-gültige Zweckmäßigkeit bei sich führen muß, gleichwohl aber hier keine Zweckmäßigkeit der Form des Gegenstandes (wie beim Schönen) der Beurtheilung zum Grunde liegt, so fragt sich: welches ist diese subjective Zweckmäßigkeit? und wodurch wird sie als Norm vorgeschrieben, um in der bloßen Größenschätzung und zwar der, welche gar bis zur Unangemessenheit unseres Vermögens der Einbildungskraft in Darstellung des Begriffs von einer Größe getrieben worden, einen Grund zum allgemein gültigen Wohlgefallen abzugeben?"
9.634,"In einem jeden kategorischen Vernunftschlusse befinden sich drei Hauptbegriffe ( termini ), nämlich:"
9.91,Das Feld der Philosophie in dieser weltbürgerlichen Bedeutung läßt sich auf folgende Fragen bringen:
9.13,"Welche Bewandtniß es nun aber auch immer hiermit haben möge, so viel ist ausgemacht: in jedem Fall bleibt die Logik im Innern ihres Bezirkes, was das Wesentliche betrifft, unverändert; und die transscendentale Frage: ob die logischen Sätze noch einer Ableitung aus einem höhern, absoluten Princip fähig und bedürftig sind, kann auf sie selbst und die Gültigkeit und Evidenz ihrer Gesetze so wenig Einfluß haben, als auf die reine Mathematik in Ansehung ihres wissenschaftlichen Gehalts die transscendentale Aufgabe hat: Wie sind synthetische Urtheile a priori in der Mathematik möglich? So wie der Mathematiker als Mathematiker, so kann auch der Logiker als Logiker innerhalb des Bezirks seiner Wissenschaft beim Erklären und Beweisen seinen Gang ruhig und sicher fortgehen, ohne sich um die außer seiner Sphäre liegende transscendentale Frage des Transscendental-Philosophen und Wissenschaftslehrers bekümmern zu dürfen: Wie reine Mathematik oder reine Logik als Wissenschaft möglich sei?"
9.242,"2) der Satz des zureichenden Grundes ( principium rationis sufficientis ), auf welchem die (logische) Wirklichkeit einer Erkenntniß beruht, daß sie gegründet sei, als Stoff zu assertorischen Urtheilen;"
8.564,"Nach einer solchen Abstraction von allem Empirischen, was der Begriff des Staats- und Völkerrechts enthält (dergleichen das Bösartige der menschlichen Natur ist, welches den Zwang nothwendig macht), kann man folgenden Satz die transscendentale Formel des öffentlichen Rechts nennen:"
6.961,"Ist es z. B. zur Zeit der Schwangerschaft - ist es bei der Sterilität des Weibes (Alters oder Krankheit wegen), oder wenn dieses keinen Anreiz dazu bei sich findet, nicht dem Naturzwecke und hiemit auch der Pflicht gegen sich selbst an einem oder dem anderen Theil eben so wie bei der unnatürlichen Wohllust zuwider, von seinen Geschlechtseigenschaften Gebrauch zu machen; oder giebt es hier ein Erlaubnißgesetz der moralisch praktischen Vernunft, welches in der Collision ihrer Bestimmungsgründe etwas an sich zwar Unerlaubtes doch zur Verhütung einer noch größeren Übertretung (gleichsam nachsichtlich) erlaubt macht? - Von wo an kann man die Einschränkung einer weiten Verbindlichkeit zum Purism (einer Pedanterei in Ansehung der Pflichtbeobachtung, was die Weite derselben betrifft) zählen und den thierischen Neigungen mit Gefahr der Verlassung des Vernunftgesetzes einen Spielraum verstatten?"
4.610,Vorerinnerung von dem Eigenthümlichen aller metaphysischen Erkenntniß.
,freier Wille
6.1032,Der Pflichten gegen sich selbst
9.1543,Es ist
9.2241,Portugal
6.722,Des öffentlichen Rechts
6.688,Des öffentlichen Rechts
6.618,Des öffentlichen Rechts
6.1065,Von der Liebespflicht insbesondere. § 26.
9.1946,c . Betel.
9.2243,Schweden
6.1005,Des zweiten Hauptstücks
,"Grund für das Handeln, Willensbegrenzung"
6.858,XII. Ästhetische Vorbegriffe der Empfänglichkeit des Gemüths für Pflichtbegriffe überhaupt.
3.472,2. Einstimmung und Widerstreit. Wenn Realität nur durch den
4.1324,Dieser Lehrsatz bestimmt die Modalität der Bewegung in Ansehung der Phoronomie.
4.351,"2. Was mit den materialen Bedingungen der Erfahrung (der Empfindung) zusammenhängt, ist wirklich."
3.415,"2. Was mit den materialen Bedingungen der Erfahrung (der Empfindung) zusammenhängt, ist wirklich."
2.207,6. Das nothwendige Wesen enthält die höchste Realität.
9.640,"Das Princip, worauf die Möglichkeit und Gültigkeit aller kategorischen Vernunftschlüsse beruht, ist dieses:"
6.95,c) Schwierigkeiten gegen die Realität dieser Idee und Auflösung derselben.
9.87,"Zur Philosophie nach dem Schulbegriffe gehören zwei Stücke: Erstlich ein zureichender Vorrath von Vernunfterkenntnissen, für's Andre: ein systematischer Zusammenhang dieser Erkenntnisse oder eine Verbindung derselben in der Idee eines Ganzen."
3.503,Die Tafel dieser Eintheilung des Begriffs von Nichts (denn die dieser gleichlaufende Eintheilung des Etwas folgt von selber) würde daher so angelegt werden müssen:
,Gibt es einen Grund für das Handeln?
9.223,"1) Giebt es ein allgemeines materiales, und 2) Giebt es ein allgemeines formales Kriterium der Wahrheit?"
6.461,§ 11. Was ist ein Sachenrecht?
7.178,9. Welchen Ertrag wird der Fortschritt zum Besseren dem Menschengeschlecht abwerfen?
8.293,Was soll man hier an Herrn Eberhard bezweifeln: die Einsicht oder die Aufrichtigkeit?
7.145,2. Wie kann man es wissen?
2.178,"3. Kann ich wohl sagen, daß im Dasein mehr als in der bloßen Möglichkeit sei?"
9.612,"Das allgemeine Princip, worauf die Gültigkeit alles Schließens durch die Vernunft beruht, läßt sich in folgender Formel bestimmt ausdrücken:"
9.92,1) Was kann ich wissen? 2) Was soll ich thun? 3) Was darf ich hoffen? 4) Was ist der Mensch?
7.143,1. Was will man hier wissen?
4.72,"a) Die Zeit ist nicht etwas, was für sich selbst bestände, oder den"
,Linguistik
2.759,Scholion.
9.2070,Tunquin
1.893,Experientia.
3.672,Antithesis.
3.651,Antithesis.
3.713,Antithesis.
3.693,Antithesis.
9.1986,3. Wismuth
9.1832,e . Bernicles.
9.2086,Pegu
,"analytische Philosophie, Metakritik des Purismus der Vernunft, Formalismus"
4.505,"Erster Paralogism, der Substantialität."
3.295,Der Transscendentalen Doctrin der Urtheilskraft (oder Analytik der Grundsätze)
4.224,Der Transscendentalen Doctrin der Urtheilskraft (oder Analytik der Grundsätze)
4.245,Der Transscendentalen Doctrin der Urtheilskraft (oder Analytik der Grundsätze)
3.273,Der Transscendentalen Doctrin der Urtheilskraft (oder Analytik der Grundsätze)
6.914,Zweite Eintheilung der Ethik nach Principien eines Systems der reinen praktischen Vernunft.
5.727,"§ 58. Vom Idealismus der Zweckmäßigkeit der Natur sowohl als Kunst, als dem alleinigen Princip der ästhetischen Urtheilskraft."
3.739,Auf der Seite des Empirismus in Bestimmung der kosmologischen Ideen oder der Antithesis findet sich
6.272,Erster Theil. Metaphysische Anfangsgründe der Rechtslehre.
5.339,Erster Abschnitt. Analytik der ästhetischen Urtheilskraft.
,Welcher Sprachlichkeit oder Sprachbedingtheit unterliegt das Denken?
6.858,XII. Ästhetische Vorbegriffe der Empfänglichkeit des Gemüths für Pflichtbegriffe überhaupt.
2.273,"Fünfte Betrachtung, Worin die Unzulänglichkeit der gewöhnlichen Methode der Physikotheologie gewiesen wird."
4.647,Wie sind synthetische Sätze a priori möglich?
4.882,Auflösung der allgemeinen Frage der Prolegomenen. Wie ist Metaphysik als Wissenschaft möglich?
9.84,"Man frägt doch immer am Ende, wozu dient das Philosophiren und der Endzweck desselben die Philosophie selbst als Wissenschaft nach dem Schulbegriffe betrachtet?"
6.95,c) Schwierigkeiten gegen die Realität dieser Idee und Auflösung derselben.
4.271,Grundsatz des reinen Verstandes: Alle Erscheinungen sind ihrer Anschauung nach extensive Größen.
2.593,"Träume eines Geistersehers, erläutert durch Träume der Metaphysik."
5.229,"VII. Wie eine Erweiterung der reinen Vernunft in praktischer Absicht, ohne damit ihr Erkenntniß als speculativ zugleich zu erweitern, zu denken möglich sei?"
4.555,Betrachtung über die Summe der reinen Seelenlehre zu Folge diesen Paralogismen.
,Sprachlichkeit
4.1133,Grundsatz.
7.229,Nachschrift.
2.575,Nachschrift.
4.1315,Erklärung.
5.62,Folgerung.
5.37,Folgerung.
8.416,Folgerung.
3.417,Erläuterung.
4.353,Erläuterung.
4.78,Erläuterung.
,"Unterschiede in der Sprache, Wortbedeutung, Aussage"
4.310,Zweite Analogie. Grundsatz der Erzeugung.
4.339,Dritte Analogie. Grundsatz der Gemeinschaft.
8.123,Beweis des Untersatzes.
8.111,Beweis des Untersatzes.
5.452,Allgemeine Anmerkung zum ersten Abschnitte der Analytik.
6.733,Anhang erläuternder Bemerkungen zu den metaphysischen Anfangsgründen der Rechtslehre.
9.435,"Die logischen Verstandes-Actus, wodurch Begriffe ihrer Form nach erzeugt werden, sind:"
9.436,"1) die Comparation, d. i. die Vergleichung der Vorstellungen unter einander im Verhältnisse zur Einheit des Bewußtseins;"
2.357,3. Prüfung der Beweisgründe der zweiten Art.
7.346,Allgemeine Anmerkung über die äußern Sinne.
,Welchen Einfluß hat die Sprache auf die Gedanken?
6.812,"IV. Welche sind die Zwecke, die zugleich Pflichten sind?"
7.178,9. Welchen Ertrag wird der Fortschritt zum Besseren dem Menschengeschlecht abwerfen?
4.657,1) Wie ist reine Mathematik möglich? 2) Wie ist reine Naturwissenschaft möglich? 3) Wie ist Metaphysik überhaupt möglich? 4) wie ist Metaphysik als Wissenschaft möglich?
3.1159,"Alles Interesse meiner Vernunft (das speculative sowohl, als das praktische) vereinigt sich in folgenden drei Fragen:"
9.594,In Absicht auf die Verstandesschlüsse durch die Umkehrung gelten folgende Regeln:
9.437,"2) die Reflexion, d. i. die Überlegung, wie verschiedene Vorstellungen in einem Bewußtsein begriffen sein können; und endlich"
9.185,In Absicht auf die Erweiterung und Demarcation unserer Erkenntniß sind folgende Regeln zu empfehlen: Man muß sich seinen Horizont
9.302,"Da es, wie wir bemerkt haben, das Geschäft der Logik ist, klare Begriffe deutlich zu machen, so frägt es sich nun: Auf welche Art sie dieselben deutlich mache?"
9.436,"1) die Comparation, d. i. die Vergleichung der Vorstellungen unter einander im Verhältnisse zur Einheit des Bewußtseins;"
8.629,"Was ist Philosophie, als Lehre, die unter allen Wissenschaften das größte Bedürfniß der Menschen ausmacht?"
,ratio cognoscendi
1.942,SECTIO I. De principio contradictionis.
2.742,SECTIO IV. De principio formae mundi intelligibilis.
2.770,"1. Eadem condicio sensitiva, sub qua sola intuitus obiecti est possibilis, est condicio ipsius possibilitatis obiecti."
2.688,SECTIO I. De notione mundi generatim.
2.771,"2. Eadem condicio sensitiva, sub qua sola data sibi conferri possunt ad formandum conceptum obiecti intellectualem, est etiam condicio ipsius possibilitatis obiecti."
1.960,Adstructio realitatis definitionis.
1.921,Naturam aeris et principii in ipso elastici causam indagare.
2.719,SECTIO III. De principiis formae mundi sensibilis.
2.698,SECTIO II. De sensibilium atque intelligibilium discrimine generatim.
9.585,§. 50. c. Verstandesschlüsse per judicia subcontrarie opposita .
,"Autonomie, Dualismus von Natur und Freiheit"
9.640,"Das Princip, worauf die Möglichkeit und Gültigkeit aller kategorischen Vernunftschlüsse beruht, ist dieses:"
5.796,§ 67. Vom Princip der teleologischen Beurtheilung der Natur überhaupt als System der Zwecke.
9.26,"Als eine Wissenschaft, die auf alles Denken überhaupt geht, unangesehen der Objecte als der Materie des Denkens ist die Logik"
5.727,"§ 58. Vom Idealismus der Zweckmäßigkeit der Natur sowohl als Kunst, als dem alleinigen Princip der ästhetischen Urtheilskraft."
5.82,Subjective Objective äußere innere innere äußere Der Erziehung (nach Montaigne) Der bürgerlichen Verfassung (nach Mandeville) Des physischen Gefühls (nach Epikur) Des moralischen Gefühls (nach Hutcheson) Der Vollkommenheit (nach Wolff und den Stoikern) Des Willens Gottes (nach Crusius und andern theologischen Moralisten)
5.921,"§ 84. Von dem Endzwecke des Daseins einer Welt, d. i. der Schöpfung selbst."
7.851,A. Gesetz und Freiheit ohne Gewalt (Anarchie). B. Gesetz und Gewalt ohne Freiheit (Despotism).
5.803,§ 68. Von dem Princip der Teleologie als innerem Princip der Naturwissenschaft.
4.1029,"2) eine Materie, nämlich einen Zweck, und daß sagt die Formel: da das vernünftige Wesen als Zweck seiner Natur nach, mithin als Zweck an sich selbst jeder Maxime zur einschränkenden Bedingung aller bloß relativen und willkürlichen Zwecke dienen müsse;"
3.224,§ 18. Was objective Einheit des Selbstbewußtseins sei.
,Die Moral ist ein allgemeingültiges Gesetz und daher ein formales Prinzip.
5.63,"Reine Vernunft ist für sich allein praktisch und giebt (dem Menschen) ein allgemeines Gesetz, welches wir das Sittengesetz nennen."
6.332,"Der oberste Grundsatz der Sittenlehre ist also: handle nach einer Maxime, die zugleich als allgemeines Gesetz gelten kann. - jede Maxime, die sich hiezu nicht qualificirt, ist der Moral zuwider."
4.972,"Die Vorstellung eines objectiven Princips, sofern es für einen Willen nöthigend ist, heißt ein Gebot (der Vernunft), und die Formel des Gebots heißt Imperativ."
5.306,V. Das Princip der formalen Zweckmäßigkeit der Natur ist ein transscendentales Princip der Urtheilskraft.
6.475,"Die bürgerliche Verfassung, obzwar ihre Wirklichkeit subjectiv zufällig ist, ist gleichwohl objectiv, d. i. als Pflicht, nothwendig. Mithin giebt es in Hinsicht auf dieselbe und ihre Stiftung ein wirkliches Rechtsgesetz der Natur, dem alle äußere Erwerbung unterworfen ist."
8.407,"Diese Principien sind nicht sowohl Gesetze, die der schon errichtete Staat giebt, sondern nach denen allein eine Staatserrichtung reinen Vernunftprincipien des äußeren Menschenrechts überhaupt gemäß möglich ist. Also:"
9.610,Ein Vernunftschluß ist das Erkenntniß der Nothwendigkeit eines Satzes durch die Subsumtion seiner Bedingung unter eine gegebene allgemeine Regel.
6.378,"1) Der Rechte, als systematischer Lehren, in das Naturrecht, das auf lauter Principien a priori beruht, und das positive (statutarische) Recht, was aus dem Willen eines Gesetzgebers hervorgeht."
6.853,"Dagegen geht das Princip der Tugendlehre über den Begriff der äußern Freiheit hinaus und verknüpft nach allgemeinen Gesetzen mit demselben noch einen Zweck, den es zur Pflicht macht. Dieses Princip ist also synthetisch. - Die Möglichkeit desselben ist in der Deduction (§ IX ) enthalten."
6.317,Verbindlichkeit ist die Nothwendigkeit einer freien Handlung unter einem kategorischen Imperativ der Vernunft.
,Handeln
4.1133,Grundsatz.
4.1315,Erklärung.
5.260,Beschluß.
6.772,Beschluß.
7.183,Beschluß.
1.676,Beschluß.
6.1196,Beschluß.
6.729,Beschluß.
1.859,Beschluß.
7.222,Beschluß.
,"Wollen, Absicht, Handlung"
9.272,"Erstlich, als Vorstellung an sich selbst;"
6.95,c) Schwierigkeiten gegen die Realität dieser Idee und Auflösung derselben.
6.840,"2. Fremde Glückseligkeit als Zweck, der zugleich Pflicht ist."
9.2051,Sitten und Charakter der Nation.
9.792,"2) als ein Begriff, deutlich sei,"
9.311,Der erste Grad der Erkenntniß ist: sich etwas vorstellen;
9.793,"3) ob sie als ein deutlicher Begriff auch ausführlich, und endlich"
3.476,"4. Materie und Form. Dieses sind zwei Begriffe, welche aller"
6.835,"1. Eigene Vollkommenheit als Zweck, der zugleich Pflicht ist."
6.799,"II. Erörterung des Begriffs von einem Zwecke, der zugleich Pflicht ist."
,Der Wille in der Welt existiert.
3.694,"Es ist keine Freiheit, sondern alles in der Welt geschieht lediglich nach Gesetzen der Natur."
6.50,III. Der Mensch ist von Natur böse.
6.130,IV. Die Idee eines Volks Gottes ist (unter menschlicher Veranstaltung) nicht anders als in der Form einer Kirche auszuführen.
3.714,"Es existirt überall kein schlechthin nothwendiges Wesen weder in der Welt, noch außer der Welt als ihre Ursache."
4.531,"Was sich der numerischen Identität seiner selbst in verschiedenen Zeiten bewußt ist, ist so fern eine Person: Nun ist die Seele etc. Also ist sie eine Person."
4.239,Das Schema der Wirklichkeit ist das Dasein in einer bestimmten Zeit.
3.289,Das Schema der Wirklichkeit ist das Dasein in einer bestimmten Zeit.
8.345,"IIIte Art des Zweckwidrigen in der Welt gedacht werden können, nämlich das Mißverhältniß der Verbrechen und Strafen in der Welt."
2.205,5. Das nothwendige Wesen ist unveränderlich und ewig.
6.126,III. Der Begriff eines ethischen gemeinen Wesens ist der Begriff von einem Volke Gottes unter ethischen Gesetzen.
