ID,Absatz
8.592,"Plato der Akademiker ward also, obzwar ohne seine Schuld (denn er gebrauchte seine intellectuellen Anschauungen nur rückwärts, zum Erklären der Möglichkeit eines synthetischen Erkenntnisses a priori, nicht vorwärts, um es durch jene im göttlichen Verstande lesbare Ideen zu erweitern), der Vater aller Schwärmerei mit der Philosophie. Ich möchte aber nicht gern den (neuerlich ins Deutsche übersetzten) Plato den Briefsteller mit dem ersteren vermengen. Dieser will außer ""den vier zur Erkenntniß gehörigen Dingen, dem Namen des Gegenstandes, der Beschreibung, der Darstellung und der Wissenschaft, noch ein fünftes [ Rad am Wagen ], nämlich noch den Gegenstand selbst und sein wahres Sein."" - ""Dieses unveränderliche Wesen, das sich nur in der Seele und durch die Seele anschauen läßt, in dieser aber wie von einem springenden Funken Feuers sich von selbst ein Licht anzündet, will er [ als exaltirter Philosoph ] ergriffen haben; von welchem man gleichwohl nicht reden könne, weil man sofort seiner Unwissenheit überführt werden würde, am wenigsten zum Volk: weil jeder Versuch dieser Art schon gefährlich sein würde, theils dadurch daß diese hohen Wahrheiten einer plumpen Verachtung ausgesetzt, theils [ was hier das einzige Vernünftige ist ] da die Seele zu leeren Hoffnungen und zum eiteln Wahn der Kenntniß großer Geheimnisse gespannt werden dürfte."""
,"Willkürfreiheit, zureichender Grund, natürliche und sittliche Notwendigkeit, Vereinigung von Freiheit und Naturnotwendigkeit"
4.1047,Der Begriff der Freiheit ist der Schlüssel zur Erklärung der Autonomie des Willens.
6.348,"Das Recht ist also der Inbegriff der Bedingungen, unter denen die Willkür des einen mit der Willkür des andern nach einem allgemeinen Gesetze der Freiheit zusammen vereinigt werden kann."
7.177,"Die Idee einer mit dem natürlichen Rechte der Menschen zusammenstimmenden Constitution: daß nämlich die dem Gesetz Gehorchenden auch zugleich, vereinigt, gesetzgebend sein sollen, liegt bei allen Staatsformen zum Grunde, und das gemeine Wesen, welches, ihr gemäß durch reine Vernunftbegriffe gedacht, ein platonisches Ideal heißt ( respublica noumenon ), ist nicht ein leeres Hirngespinnst, sondern die ewige Norm für alle bürgerliche Verfassung überhaupt und entfernt allen Krieg. Eine dieser gemäß organisirte bürgerliche Gesellschaft ist die Darstellung derselben nach Freiheitsgesetzen durch ein Beispiel in der Erfahrung ( respublica phaenomenon ) und kann nur nach mannigfaltigen Befehdungen und Kriegen mühsam erworben werden; ihre Verfassung aber, wenn sie im Großen einmal errungen worden, qualificirt sich zur besten unter allen, um den Krieg, den Zerstörer alles Guten, entfernt zu halten; mithin ist es Pflicht in eine solche einzutreten, vorläufig aber (weil jenes nicht so bald zu Stande kommt) Pflicht der Monarchen, ob sie gleich autokratisch herrschen, dennoch republicanisch (nicht demokratisch) zu regieren, d. i. das Volk nach Principien zu behandeln, die dem Geist der Freiheitsgesetze (wie ein Volk mit reifer Vernunft sie sich selbst vorschreiben würde) gemäß sind, wenn gleich dem Buchstaben nach es um seine Einwilligung nicht befragt würde."
6.621,"Der Inbegriff der Gesetze, die einer allgemeinen Bekanntmachung bedürfen, um einen rechtlichen Zustand hervorzubringen, ist das öffentliche Recht. - Dieses ist also ein System von Gesetzen für ein Volk, d. i. eine Menge von Menschen, oder für eine Menge von Völkern, die, im wechselseitigen Einflusse gegen einander stehend, des rechtlichen Zustandes unter einem sie vereinigenden Willen, einer Verfassung ( constitutio ), bedürfen, um dessen, was Rechtens ist, theilhaftig zu werden. - Dieser Zustand der Einzelnen im Volke in Verhältniß untereinander heißt der bürgerliche ( status civilis ) und das Ganze derselben in Beziehung auf seine eigene Glieder der Staat ( civitas ), welcher seiner Form wegen, als verbunden durch das gemeinsame Interesse Aller, im rechtlichen Zustande zu sein, das gemeine Wesen ( res publica latius sic dicta ) genannt wird, in Verhältniß aber auf andere Völker eine Macht ( potentia ) schlechthin heißt (daher das Wort Potentaten), was sich auch wegen (anmaßlich) angeerbter Vereinigung ein Stammvolk ( gens ) nennt und so unter dem allgemeinen Begriffe des öffentlichen Rechts nicht bloß das Staats-, sondern auch ein Völkerrecht ( ius gentium ) zu denken Anla giebt: welches dann, weil der Erdboden eine nicht gränzenlose, sondern sich selbst schließende Fläche ist, beides zusammen zu der Idee eines Völkerstaatsrechts ( ius gentium ) oder des Weltbürgerrechts ( ius cosmopoliticum ) unumgänglich hinleitet: so daß, wenn unter diesen drei möglichen Formen des rechtlichen Zustandes es nur einer an dem die äußere Freiheit durch Gesetze einschränkenden Princip fehlt, das Gebäude aller übrigen unvermeidlich untergraben werden und endlich einstürzen muß."
4.1051,Freiheit muß als Eigenschaft des Willens aller vernünftigen Wesen vorausgesetzt werden.
8.206,"Weil gleichwohl die menschliche Vernunft immer noch nach Freiheit strebt: so muß, wenn sie einmal die Fesseln zerbricht, ihr erster Gebrauch einer lange entwöhnten Freiheit in Mißbrauch und vermessenes Zutrauen auf Unabhängigkeit ihres Vermögens von aller Einschränkung ausarten, in eine Überredung von der Alleinherrschaft der speculativen Vernunft, die nichts annimmt, als was sich durch objective Gründe und dogmatische Überzeugung rechtfertigen kann, alles übrige aber kühn wegläugnet. Die Maxime der Unabhängigkeit der Vernunft von ihrem eigenen Bedürfniß (Verzichtthuung auf Vernunftglauben) heißt nun Unglaube: nicht ein historischer; denn den kann man sich gar nicht als vorsetzlich, mithin auch nicht als zurechnungsfähig denken (weil jeder einem Factum, welches nur hinreichend bewährt ist, eben so gut als einer mathematischen Demonstration glauben muß, er mag wollen oder nicht); sondern ein Vernunftunglaube, ein mißlicher Zustand des menschlichen Gemüths, der den moralischen Gesetzen zuerst alle Kraft der Triebfedern auf das Herz, mit der Zeit sogar ihnen selbst alle Autorität benimmt und die Denkungsart veranlaßt, die man Freigeisterei nennt, d. i. den Grundsatz, gar keine Pflicht mehr zu erkennen. Hier mengt sich nun die Obrigkeit ins Spiel, damit nicht selbst bürgerliche Angelegenheiten in die größte Unordnung kommen; und da das behendeste und doch nachdrücklichste Mittel ihr gerade das beste ist, so hebt sie die Freiheit zu denken gar auf und unterwirft dieses gleich anderen Gewerben den Landesverordnungen. Und so zerstört Freiheit im Denken, wenn sie sogar unabhängig von Gesetzen der Vernunft verfahren will, endlich sich selbst. Freunde des Menschengeschlechts und dessen, was ihm am heiligsten ist! Nehmt an, was euch nach sorgfältiger und aufrichtiger Prüfung am glaubwürdigsten scheint, es mögen nun Facta, es mögen Vernunftgründe sein; nur streitet der Vernunft nicht das, was sie zum höchsten Gut auf Erden macht, nämlich das Vorrecht ab, der letzte Probirstein der Wahrheit *) zu sein. Widrigenfalls werdet ihr, dieser Freiheit unwürdig, sie auch sicherlich einbüßen und dieses Unglück noch dazu dem übrigen, schuldlosen Theile über den Hals ziehen, der sonst wohl gesinnt gewesen wäre, sich seiner Freiheit gesetzmäßig und dadurch auch zweckmäßig zum Weltbesten zu bedienen!"
3.694,"Es ist keine Freiheit, sondern alles in der Welt geschieht lediglich nach Gesetzen der Natur."
6.355,§ E. Das stricte Recht kann auch als die Möglichkeit eines mit jedermanns Freiheit nach allgemeinen Gesetzen zusammenstimmenden durchgängigen wechselseitigen Zwanges vorgestellt werden.
6.684,"Der Geschichtsurkunde dieses Mechanismus nachzuspüren, ist vergeblich, d. i. man kann zum Zeitpunkt des Anfangs der bürgerlichen Gesellschaft nicht herauslangen (denn die Wilden errichten kein Instrument ihrer Unterwerfung unter das Gesetz, und es ist auch schon aus der Natur roher Menschen abzunehmen, daß sie es mit der Gewalt angefangen haben werden). Diese Nachforschung aber in der Absicht anzustellen, um allenfalls die jetzt bestehende Verfassung mit Gewalt abzuändern, ist sträflich. Denn diese Umänderung müßte durchs Volk, welches sich dazu rottirte, also nicht durch die Gesetzgebung, geschehen; Meuterei aber in einer schon bestehenden Verfassung ist ein Umsturz aller bürgerlich-rechtlichen Verhältnisse, mithin alles Rechts, d. i. nicht Veränderung der bürgerlichen Verfassung, sondern Auflösung derselben, und dann der Übergang in die bessere nicht Metamorphose, sondern Palingenesie, welche einen neuen gesellschaftlichen Vertrag erfordert, auf den der vorige (nun aufgehobene) keinen Einfluß hat. - Es muß aber dem Souverän doch möglich sein, die bestehende Staatsverfassung zu ändern, wenn sie mit der Idee des ursprünglichen Vertrags nicht wohl vereinbar ist, und hiebei doch diejenige Form bestehen zu lassen, die dazu, daß das Volk einen Staat ausmache, wesentlich gehört. Diese Veränderung kann nun nicht darin bestehen, daß der Staat sich von einer dieser drei Formen zu einer der beiden anderen selbst constituirt, z. B. daß die Aristokraten einig werden, sich einer Autokratie zu unterwerfen, oder in eine Demokratie verschmelzen zu wollen, und so umgekehrt; gleich als ob es auf der freien Wahl und dem Belieben des Souveräns beruhe, welcher Verfassung er das Volk unterwerfen wolle. Denn selbst dann, wenn er sich zu einer Demokratie umzüandern beschlösse, würde er doch dem Volk unrecht thun können, weil es selbst diese Verfassung verabscheuen könnte und eine der zwei übrigen für sich zuträglicher fände."
7.851,A. Gesetz und Freiheit ohne Gewalt (Anarchie). B. Gesetz und Gewalt ohne Freiheit (Despotism).
,Gibt es eine Verbindung von einem eindeutig deterministischen Grundansatz mit einer indeterministischen Verteidigung der formellen Zufälligkeit?
3.1205,"Unter der Regierung der Vernunft dürfen unsere Erkenntnisse überhaupt keine Rhapsodie, sondern sie müssen ein System ausmachen, in welchem sie allein die wesentlichen Zwecke derselben unterstützen und befördern können. Ich verstehe aber unter einem Systeme die Einheit der mannigfaltigen Erkenntnisse unter einer Idee. Diese ist der Vernunftbegriff von der Form eines Ganzen, so fern durch denselben der Umfang des Mannigfaltigen sowohl, als die Stelle der Theile untereinander a priori bestimmt wird. Der scientifische Vernunftbegriff enthält also den Zweck und die Form des Ganzen, das mit demselben congruirt. Die Einheit des Zwecks, worauf sich alle Theile und in der Idee desselben auch unter einander beziehen, macht, daß ein jeder Theil bei der Kenntniß der übrigen vermißt werden kann, und keine zufällige Hinzusetzung, oder unbestimmte Größe der Vollkommenheit, die nicht ihre a priori bestimmte Grenzen habe, stattfindet. Das Ganze ist also gegliedert ( articulatio ) und nicht gehäuft ( coacervatio ); es kann zwar innerlich ( per intussusceptionem ), aber nicht äußerlich ( per appositionem ) wachsen, wie ein thierischer Körper, dessen Wachsthum kein Glied hinzusetzt, sondern ohne Veränderung der Proportion ein jedes zu seinen Zwecken stärker und tüchtiger macht."
9.511,Die Form der Verknüpfung in den hypothetischen Urtheilen ist zwiefach: die setzende ( modus ponens ) oder die aufhebende ( modus tollens ).
9.232,"Dieses zweite, den logischen Zusammenhang eines Erkenntnisses mit Gründen und Folgen betreffende Kriterium der äußerlichen logischen Wahrheit oder der Rationabilität des Erkenntnisses ist positiv. Und hier gelten folgende Regeln:"
4.565,"Gleichwohl kann wider die gemeine Lehrmeinung des physischen Einflusses ein gegründeter kritischer Einwurf gemacht werden. Eine solche vorgegebene Gemeinschaft zwischen zwei Arten von Substanzen, der denkenden und der ausgedehnten, legt einen groben Dualism zum Grunde und macht die letztere, die doch nichts als bloße Vorstellungen des denkenden Subjects sind, zu Dingen, die für sich bestehen. Also kann der mißverstandene physische Einfluß dadurch völlig vereitelt werden, daß man den Beweisgrund desselben als nichtig und erschlichen aufdeckt."
3.567,"Was unter diesen drei Titeln aller transscendentalen Ideen für modi der reinen Vernunftbegriffe stehen, wird in dem folgenden Hauptstücke vollständig dargelegt werden. Sie laufen am Faden der Kategorien fort. Denn die reine Vernunft bezieht sich niemals geradezu auf Gegenstände, sondern auf die Verstandesbegriffe von denselben. Eben so wird sich auch nur in der völligen Ausführung deutlich machen lassen, wie die Vernunft lediglich durch den synthetischen Gebrauch eben derselben Function, deren sie sich zum kategorischen Vernunftschlusse bedient, nothwendiger Weise auf den Begriff der absoluten Einheit des denkenden Subjects kommen müsse, wie das logische Verfahren in hypothetischen die Idee vom Schlechthin-Unbedingten in einer Reihe gegebener Bedingungen, endlich die bloße Form des disjunctiven Vernunftschlusses den höchsten Vernunftbegriff von einem Wesen aller Wesen nothwendiger Weise nach sich ziehen müsse: ein Gedanke, der beim ersten Anblick äußerst paradox zu sein scheint."
4.485,"Was unter diesen drei Titeln aller transscendentalen Ideen für modi der reinen Vernunftbegriffe stehen, wird in dem folgenden Hauptstücke vollständig dargelegt werden. Sie laufen am Faden der Kategorien fort. Denn die reine Vernunft bezieht sich niemals gerade zu auf Gegenstände, sondern auf die Verstandesbegriffe von denselben. Eben so wird sich auch nur in der völligen Ausführung deutlich machen lassen, wie die Vernunft lediglich durch den synthetischen Gebrauch eben derselben Function, deren sie sich zum kategorischen Vernunftschlusse bedient, nothwendiger Weise auf den Begriff der absoluten Einheit des denkenden Subjects kommen müsse, wie das logische Verfahren in hypothetischen die Idee vom Schlechthin Unbedingten in einer Reihe gegebener Bedingungen, endlich die bloße Form des disjunctiven Vernunftschlusses den höchsten Vernunftbegriff von einem Wesen aller Wesen nothwendiger Weise nach sich ziehen müsse, ein Gedanke, der beim ersten Anblick äußerst paradox zu sein scheint."
6.545,"Nach diesen Grundsätzen der logischen (rationalen) Eintheilung giebt es nun eigentlich nur drei einfache und reine Vertragsarten, der vermischten aber und empirischen, welche zu den Principien des Mein und Dein nach bloßen Vernunftgesetzen noch statutarische und conventionelle hinzuthun, giebt es unzählige, sie liegen aber außerhalb dem Kreise der metaphysischen Rechtslehre, die hier allein verzeichnet werden soll."
5.306,V. Das Princip der formalen Zweckmäßigkeit der Natur ist ein transscendentales Princip der Urtheilskraft.
4.517,"Nun ist es aber auch unmöglich, diese nothwendige Einheit des Subjects als die Bedingung der Möglichkeit eines jeden Gedankens aus der Erfahrung abzuleiten. Denn diese giebt keine Nothwendigkeit zu erkennen, geschweige daß der Begriff der absoluten Einheit weit über ihre Sphäre ist. Woher nehmen wir denn diesen Satz, worauf sich der ganze psychologische Vernunftschluß stützt?"
5.817,Die erste Maxime derselben ist der Satz: alle Erzeugung materieller Dinge und ihrer Formen muß als nach bloß mechanischen Gesetzen möglich beurtheilt werden.
,freier Wille
5.511,"Wider diese Auflösung des Begriffs des Erhabenen, sofern dieses der Macht beigelegt wird, scheint zu streiten: daß wir Gott im Ungewitter, im Sturm, im Erdbeben u. d. gl. als im Zorn, zugleich aber auch in seiner Erhabenheit sich darstellend vorstellig zu machen pflegen, wobei doch die Einbildung einer Überlegenheit unseres Gemüths über die Wirkungen und, wie es scheint, gar über die Absichten einer solchen Macht Thorheit und Frevel zugleich sein würde. Hier scheint kein Gefühl der Erhabenheit unserer eigenen Natur, sondern vielmehr Unterwerfung, Niedergeschlagenheit und Gefühl der gänzlichen Ohnmacht die Gemüthsstimmung zu sein, die sich für die Erscheinung eines solchen Gegenstandes schickt und auch gewöhnlichermaßen mit der Idee desselben bei dergleichen Naturbegebenheit verbunden zu sein pflegt. In der Religion überhaupt scheint niederwerfen, Anbetung mit niederhängendem Haupte, mit zerknirschten, angstvollen Geberden und Stimmen das einzig schickliche Benehmen in Gegenwart der Gottheit zu sein, welches daher auch die meisten Völker angenommen haben und noch beobachten. Allein diese Gemüthsstimmung ist auch bei weitem nicht mit der Idee der Erhabenheit einer Religion und ihres Gegenstandes an sich und nothwendig verbunden. Der Mensch, der sich wirklich fürchtet, weil er dazu in sich Ursache findet, indem er sich bewußt ist, mit seiner verwerflichen Gesinnung wider eine Macht zu verstoßen, deren Wille unwiderstehlich und zugleich gerecht ist, befindet sich gar nicht in der Gemüthsfassung, um die göttliche Größe zu bewundern, wozu eine Stimmung zur ruhigen Contemplation und ganz freies Urtheil erforderlich ist. Nur alsdann, wenn er sich seiner aufrichtigen gottgefälligen Gesinnung bewußt ist, dienen jene Wirkungen der Macht, in ihm die Idee der Erhabenheit dieses Wesens zu erwecken, sofern er eine dessen Willen gemäße Erhabenheit der Gesinnung bei sich selbst erkennt und dadurch über die Furcht vor solchen Wirkungen der Natur, die er nicht als Ausbrüche seines Zorns ansieht, erhoben wird. Selbst die Demuth als unnachsichtliche Beurtheilung seiner Mängel, die sonst beim Bewußtsein guter Gesinnungen leicht mit der Gebrechlichkeit der menschlichen Natur bemäntelt werden könnten, ist eine erhabene Gemüthsstimmung, sich willkürlich dem Schmerze der Selbstverweise zu unterwerfen, um die Ursache dazu nach und nach zu vertilgen. Auf solche Weise allein unterscheidet sich innerlich Religion von Superstition, welche letztere nicht Ehrfurcht für das Erhabene, sondern Furcht und Angst vor dem übermächtigen Wesen, dessen Willen der erschreckte Mensch sich unterworfen sieht, ohne ihn doch hochzuschätzen, im Gemüthe gründet: woraus denn freilich nichts als Gunstbewerbung und Einschmeichelung statt einer Religion des guten Lebenswandels entspringen kann."
6.71,"Die Wiederherstellung der ursprünglichen Anlage zum Guten in uns ist also nicht Erwerbung einer verlornen Triebfeder zum Guten; denn diese, die in der Achtung fürs moralische Gesetz besteht, haben wir nie verlieren können, und wäre das letztere möglich, so würden wir sie auch nie wieder erwerben. Sie ist also nur die Herstellung der Reinigkeit desselben, als obersten Grundes aller unserer Maximen, nach welcher dasselbe nicht bloß mit andern Triebfedern verbunden, oder wohl gar diesen (den Neigungen) als Bedingungen untergeordnet, sondern in seiner ganzen Reinigkeit als für sich zureichende Triebfeder der Bestimmung der Willkür in dieselbe aufgenommen werden soll. Das ursprünglich Gute ist die Heiligkeit der Maximen in Befolgung seiner Pflicht, mithin blos aus Pflicht, wodurch der Mensch, der diese Reinigkeit in seine Maxime aufnimmt, obzwar darum noch nicht selbst heilig (denn zwischen der Maxime und der That ist noch ein großer Zwischenraum), dennoch auf dem Wege dazu ist, sich ihr im unendlichen Fortschritt zu nähern. Der zur Fertigkeit gewordene feste Vorsatz in Befolgung seiner Pflicht heißt auch Tugend der Legalität nach als ihrem empirischen Charakter ( virtus phaenomenon ). Sie hat also die beharrliche Maxime gesetzmäßiger Handlungen; die Triebfeder, deren die Willkür hiezu bedarf, mag man nehmen, woher man wolle. Daher wird Tugend in diesem Sinne nach und nach erworben und heißt Einigen eine lange Gewohnheit (in Beobachtung des Gesetzes), durch die der Mensch vom Hange zum Laster durch allmählige Reformen seines Verhaltens und Befestigung seiner Maximen in einen entgegengesetzten Hang übergekommen ist. Dazu ist nun nicht eben eine Herzensänderung nöthig, sondern nur eine Änderung der Sitten. Der Mensch findet sich tugendhaft, wenn er sich in Maximen, seine Pflicht zu beobachten, befestigt fühlt: obgleich nicht aus dem obersten Grunde aller Maximen, nämlich aus Pflicht; sondern der Unmäßige z. B. kehrt zur Mäßigkeit um der Gesundheit, der Lügenhafte zur Wahrheit um der Ehre, der Ungerechte zur bürgerlichen Ehrlichkeit um der Ruhe oder des Erwerbs willen u. s. w. zurück; alle nach dem gepriesenen Princip der Glückseligkeit. Daß aber jemand nicht bloß ein gesetzlich, sondern ein moralisch guter (Gott wohlgefälliger) Mensch, d. i. tugendhaft nach dem intelligiblen Charakter ( virtus Noumenon ), werde, welcher, wenn er etwas als Pflicht erkennt, keiner andern Triebfeder weiter bedarf, als dieser Vorstellung der Pflicht selbst: das kann nicht durch allmählige Reform, so lange die Grundlage der Maximen unlauter bleibt, sondern muß durch eine Revolution in der Gesinnung im Menschen (einen Übergang zur Maxime der Heiligkeit derselben) bewirkt werden; und er kann ein neuer Mensch nur durch eine Art von Wiedergeburt gleich als durch eine neue Schöpfung (Ev. Joh. III , 5; verglichen mit 1. Mose I , 2) und Änderung des Herzens werden."
4.1051,Freiheit muß als Eigenschaft des Willens aller vernünftigen Wesen vorausgesetzt werden.
5.946,"Setzet einen Menschen in den Augenblicken der Stimmung seines Gemüths zur moralischen Empfindung! Wenn er sich, umgeben von einer schönen Natur, in einem ruhigen, heitern Genusse seines Daseins befindet, so fühlt er in sich ein Bedürfniß, irgend jemand dafür dankbar zu sein. Oder er sehe sich ein andermal in derselben Gemüthsverfassung im Gedränge von Pflichten, denen er nur durch freiwillige Aufopferung Genüge leisten kann und will; so fühlt er in sich ein Bedürfniß, hiemit zugleich etwas Befohlnes ausgerichtet und einem Oberherren gehorcht zu haben. Oder er habe sich etwa unbedachtsamer Weise wider seine Pflicht vergangen, wodurch er doch eben nicht Menschen verantwortlich geworden ist; so werden die strengen Selbstverweise dennoch eine Sprache in ihm führen, als ob sie die Stimme eines Richters wären, dem er darüber Rechenschaft abzulegen hätte. Mit einem Worte: er bedarf einer moralischen Intelligenz, um für den Zweck, wozu er existirt, ein Wesen zu haben, welches diesem gemäß von ihm und der Welt die Ursache sei. Triebfedern hinter diesen Gefühlen herauszukünsteln, ist vergeblich; denn sie hängen unmittelbar mit der reinsten moralischen Gesinnung zusammen, weil Dankbarkeit, Gehorsam und Demüthigung (Unterwerfung unter verdiente Züchtigung) besondere Gemüthsstimmungen zur Pflicht sind, und das zu Erweiterung seiner moralischen Gesinnung geneigte Gemüth hier sich nur einen Gegenstand freiwillig denkt, der nicht in der Welt ist, um wo möglich auch gegen einen solchen seine Pflicht zu beweisen. Es ist also wenigstens möglich und auch der Grund dazu in moralischer Denkungsart gelegen, ein reines moralisches Bedürfniß der Existenz eines Wesens sich vorzustellen, unter welchem entweder unsere Sittlichkeit mehr Stärke oder auch (wenigstens unserer Vorstellung nach) mehr Umfang, nämlich einen neuen Gegenstand für ihre Ausübung, gewinnt; d. i. ein moralisch-gesetzgebendes Wesen außer der Welt ohne alle Rücksicht auf theoretischen Beweis, noch weniger auf selbstsüchtiges Interesse aus reinem moralischen, von allem fremden Einflusse freien (dabei freilich nur subjectiven) Grunde anzunehmen, auf bloße Anpreisung einer für sich allein gesetzgebenden reinen praktischen Vernunft. Und ob gleich eine solche Stimmung des Gemüths selten vorkäme, oder auch nicht lange haftete, sondern flüchtig und ohne dauernde Wirkung, oder auch ohne einiges Nachdenken über den in einem solchen Schattenbilde vorgestellten Gegenstand und ohne Bemühung ihn unter deutliche Begriffe zu bringen vorüberginge: so ist doch der Grund dazu, die moralische Anlage in uns, als subjectives Princip, sich in der Weltbetrachtung mit ihrer Zweckmäßigkeit durch Naturursachen nicht zu begnügen, sondern ihr eine oberste nach moralischen Principien die Natur beherrschende Ursache unterzulegen, unverkennbar. - Wozu noch kommt, daß wir, nach einem allgemeinen höchsten Zwecke zu streben, uns durch das moralische Gesetz gedrungen, uns aber doch und die gesammte Natur ihn zu erreichen unvermögend fühlen; daß wir, nur so fern wir darnach streben, dem Endzwecke einer verständigen Weltursache (wenn es eine solche gäbe) gemäß zu sein urtheilen dürfen; und so ist ein reiner moralischer Grund der praktischen Vernunft vorhanden, diese Ursache (da es ohne Widerspruch geschehen kann) anzunehmen, wo nicht mehr, doch damit wir jene Bestrebung in ihren Wirkungen nicht für ganz eitel anzusehen und dadurch sie ermatten zu lassen Gefahr laufen. Mit diesem allem soll hier nur so viel gesagt werden: daß die Furcht zwar zuerst Götter (Dämonen), aber die Vernunft vermittelst ihrer moralischen Principien zuerst den Begriff von Gott habe hervorbringen können (auch selbst wenn man in der Teleologie der Natur, wie gemeiniglich, sehr unwissend, oder auch wegen der Schwierigkeit, die einander hierin widersprechenden Erscheinungen durch ein genugsam bewährtes Princip auszugleichen, sehr zweifelhaft war); und daß die innere moralische Zweckbestimmung seines Daseins das ergänzte, was der Naturkenntniß abging, indem sie nämlich anwies, zu dem Endzwecke vom Dasein aller Dinge, wozu das Princip nicht anders als ethisch der Vernunft genugthuend ist, die oberste Ursache mit Eigenschaften, womit sie die ganze Natur jener einzigen Absicht (zu der diese bloß Werkzeug ist) zu unterwerfen vermögend ist, (d. i. als eine Gottheit) zu denken."
5.54,"Vorausgesetzt, daß ein Wille frei sei, das Gesetz zu finden, welches ihn allein nothwendig zu bestimmen tauglich ist."
2.450,"In Ansehung der Schwäche der menschlichen Natur und der geringen Macht, welche das allgemeine moralische Gefühl über die mehrste Herzen ausüben würde, hat die Vorsehung dergleichen hülfleistende Triebe als Supplemente der Tugend in uns gelegt, die, indem sie einige auch ohne Grundsätze zu schönen Handlungen bewegen, zugleich andern, die durch diese letztere regiert werden, einen größeren Stoß und einen stärkern Antrieb dazu geben können. Mitleiden und Gefälligkeit sind Gründe von schönen Handlungen, die vielleicht durch das Übergewicht eines gröberen Eigennutzes insgesammt würden erstickt werden, allein nicht unmittelbare Gründe der Tugend, die wir gesehen haben, obgleich, da sie durch die Verwandtschaft mit ihr geadelt werden, sie auch ihren Namen erwerben. Ich kann sie daher adoptirte Tugenden nennen, diejenige aber, die auf Grundsätzen beruht, die ächte Tugend. Jene sind schön und reizend, diese allein ist erhaben und ehrwürdig. Man nennt ein Gemüth, in welchem die erstere Empfindungen regieren, ein gutes Herz und den Menschen von solcher Art gutherzig; dagegen man mit Recht dem Tugendhaften aus Grundsätzen ein edles Herz beilegt, ihn selber aber einen rechtschaffenen nennt. Diese adoptirte Tugenden haben gleichwohl mit den wahren Tugenden große Ähnlichkeit, indem sie das Gefühl einer unmittelbaren Lust an gütigen und wohlwollenden Handlungen enthalten. Der Gutherzige wird ohne weitere Absicht aus unmittelbarer Gefälligkeit friedsam und höflich mit euch umgehen und aufrichtiges Beileid bei der Noth eines andern empfinden."
